;vert43;mam16s40;vert54;vert13;mam16s8;vert17;mam16s6;coleop39;vert47;coleop10;vert48;trac59;trac148;trac44;trac41;trac1;vert7;mam16s18;trac5;trac39;trac3;trac22;trac33;vert15;mam16s42;trac55;trac71;trac2;vert16;mam16s21;trac32;trac58;vert21;mam16s22;trac67;vert60;vert58;vert71;trac230;trac35;vert22;mam16s20;trac42;vert10;trac105;vert33;mam16s28;trac34;vert24;mam16s34;vert66;vert70;mam16s19;trac45;vert77;vert57;mam16s41;trac8;trac12;trac104;trac182;trac231;trac49;trac213;trac223;trac229;zeale1;trac109;trac24;trac115;trac10;trac29;trac136;coleop5;vert14;mam16s10;trac28;trac61;trac111;trac15;trac17;trac141;trac91;trac267;coleop16;trac50;trac76;trac126;trac144;trac89;trac165;trac176;zeale3;zeale336;zeale325;zeale267;zeale464;zeale67;zeale21;trac139;trac193;trac4;zeale259;zeale303;trac77;zeale302;trac132;trac259;zeale349;trac268;zeale448;zeale475;trac101;trac85;zeale60;trac108;trac134;vert18;mam16s12;mam16s44;trac86;trac95;zeale310;zeale396;zeale58;mam16s16;zeale70;vert65;vert68;zeale44;zeale285;zeale45;zeale117;zeale119;zeale2;zeale200;zeale340;zeale507;zeale34;vert67;zeale197;zeale257;zeale382;zeale9;vert63;zeale63;vert59;zeale41;mam16s38;coleop21;zeale49;zeale14;zeale64;trac18;vert25;trac23;trac87;trac79;trac88;trac167;zeale190;zeale301;trac14;zeale474;zeale503;zeale91;zeale199;zeale331;vert3;zeale4;coleop1;coleop4;trac82;trac187;trac215;zeale272;zeale12;zeale307;zeale69;zeale98;trac37;trac128;zeale133;zeale140;zeale152;trac107;trac154;zeale206;zeale221;trac100;zeale439;trac239;zeale468;coleop14;zeale48;coleop6;zeale77;zeale103;trac31;trac74;trac81;zeale124;zeale135;zeale147;trac93;zeale224;trac124;trac21;trac173;trac197;zeale361;zeale391;trac195;trac221;trac210;zeale421;trac256;trac226;trac235;trac237;trac252;zeale481;zeale483;trac274;trac276;zeale501;zeale502;zeale516;zeale32;mam16s23;trac78;zeale171;trac196;zeale203;trac189;zeale239;zeale270;zeale280;zeale351;zeale57;zeale408;zeale38;trac75;trac90;trac40;trac120;trac114;trac92;zeale237;trac205;trac236;trac275;vert46;vert52;trac168;trac192;trac180;trac255;trac70;trac269;coleop9;zeale27;trac54;trac68;trac160;trac161;zeale298;zeale292;zeale329;zeale384;zeale378;zeale366;zeale377;zeale463;trac11;trac80;trac228;trac234;trac253;trac277;trac278;trac279;coleop24;zeale15;trac25;trac16;trac7;vert6;zeale24;zeale56;trac151;zeale240;trac214;trac188;trac249;zeale466;zeale525;trac121;zeale59;zeale94;trac153;zeale261;zeale220;zeale308;trac243;zeale29;trac254;zeale492;zeale150;zeale22;trac172;trac26;zeale46;zeale115;zeale245;zeale249;zeale278;zeale54;zeale113;zeale16;zeale105;zeale83;trac96;zeale177;trac156;zeale123;trac164;trac142;zeale53;vert72;zeale160;zeale141;zeale244;zeale343;zeale380;zeale365;zeale386;zeale452;zeale20;trac51;trac30;trac146;zeale165;zeale499;zeale79;trac157;trac175;trac240;zeale230;zeale28;zeale13;mam16s26;vert38;zeale393;zeale409;zeale6;trac47;zeale62;trac102;zeale153;trac163;zeale207;zeale234;zeale235;zeale243;zeale283;trac216;zeale288;trac225;trac245;zeale432;vert20;trac117;zeale89;trac69;zeale255;zeale442;zeale36;vert69;zeale415;coleop12;zeale55;trac19;trac43;zeale198;zeale205;zeale242;zeale264;zeale376;zeale455;coleop7;coleop25;zeale35;trac72;vert36;zeale161;zeale154;zeale175;trac262;zeale323;zeale304;zeale335;zeale399;zeale451;zeale460;zeale508;trac98;vert45;coleop34;zeale187;zeale295;zeale316;zeale281;zeale426;zeale47;trac106;zeale250;zeale276;trac258;coleop22;zeale410;zeale412;zeale418;trac159;trac232;zeale388;zeale433;zeale450;zeale494;zeale496;zeale512;coleop2;coleop3;coleop8;coleop11;coleop13;coleop15;coleop17;coleop18;coleop19;coleop20;coleop23;coleop26;coleop27;coleop28;coleop29;coleop30;coleop31;coleop32;coleop33;coleop35;coleop36;coleop37;coleop38;coleop40;mam16s2;mam16s3;mam16s4;mam16s5;mam16s7;mam16s9;mam16s11;mam16s13;mam16s14;mam16s15;mam16s17;mam16s24;mam16s25;mam16s27;mam16s29;mam16s30;mam16s31;mam16s32;mam16s33;mam16s35;mam16s36;mam16s37;mam16s39;mam16s43;mam16s45;trac6;trac9;trac13;trac20;trac27;trac36;trac38;trac46;trac48;trac52;trac53;trac56;trac57;trac60;trac62;trac63;trac64;trac65;trac66;trac73;trac83;trac84;trac94;trac97;trac99;trac103;trac110;trac112;trac113;trac116;trac118;trac119;trac122;trac123;trac125;trac127;trac129;trac130;trac131;trac133;trac135;trac137;trac138;trac140;trac143;trac145;trac147;trac149;trac150;trac152;trac155;trac158;trac162;trac166;trac169;trac170;trac171;trac174;trac177;trac178;trac179;trac181;trac183;trac184;trac185;trac186;trac190;trac191;trac194;trac198;trac199;trac200;trac201;trac202;trac203;trac204;trac206;trac207;trac208;trac209;trac211;trac212;trac217;trac218;trac219;trac220;trac222;trac224;trac227;trac233;trac238;trac241;trac242;trac244;trac246;trac247;trac248;trac250;trac251;trac257;trac260;trac261;trac263;trac264;trac265;trac266;trac270;trac271;trac272;trac273;trac280;trac281;trac282;trac283;trac284;trac285;vert2;vert4;vert5;vert8;vert9;vert11;vert12;vert19;vert23;vert26;vert27;vert28;vert29;vert30;vert31;vert32;vert34;vert35;vert37;vert39;vert40;vert41;vert42;vert44;vert49;vert50;vert51;vert53;vert55;vert56;vert61;vert62;vert64;vert73;vert74;vert75;vert76;vert78;zeale5;zeale7;zeale8;zeale10;zeale11;zeale17;zeale18;zeale19;zeale23;zeale25;zeale26;zeale30;zeale31;zeale33;zeale37;zeale39;zeale40;zeale42;zeale43;zeale50;zeale51;zeale52;zeale61;zeale65;zeale66;zeale68;zeale71;zeale72;zeale73;zeale74;zeale75;zeale76;zeale78;zeale80;zeale81;zeale82;zeale84;zeale85;zeale86;zeale87;zeale88;zeale90;zeale92;zeale93;zeale95;zeale96;zeale97;zeale99;zeale100;zeale101;zeale102;zeale104;zeale106;zeale107;zeale108;zeale109;zeale110;zeale111;zeale112;zeale114;zeale116;zeale118;zeale120;zeale121;zeale122;zeale125;zeale126;zeale127;zeale128;zeale129;zeale130;zeale131;zeale132;zeale134;zeale136;zeale137;zeale138;zeale139;zeale142;zeale143;zeale144;zeale145;zeale146;zeale148;zeale149;zeale151;zeale155;zeale156;zeale157;zeale158;zeale159;zeale162;zeale163;zeale164;zeale166;zeale167;zeale168;zeale169;zeale170;zeale172;zeale173;zeale174;zeale176;zeale178;zeale179;zeale180;zeale181;zeale182;zeale183;zeale184;zeale185;zeale186;zeale188;zeale189;zeale191;zeale192;zeale193;zeale194;zeale195;zeale196;zeale201;zeale202;zeale204;zeale208;zeale209;zeale210;zeale211;zeale212;zeale213;zeale214;zeale215;zeale216;zeale217;zeale218;zeale219;zeale222;zeale223;zeale225;zeale226;zeale227;zeale228;zeale229;zeale231;zeale232;zeale233;zeale236;zeale238;zeale241;zeale246;zeale247;zeale248;zeale251;zeale252;zeale253;zeale254;zeale256;zeale258;zeale260;zeale262;zeale263;zeale265;zeale266;zeale268;zeale269;zeale271;zeale273;zeale274;zeale275;zeale277;zeale279;zeale282;zeale284;zeale286;zeale287;zeale289;zeale290;zeale291;zeale293;zeale294;zeale296;zeale297;zeale299;zeale300;zeale305;zeale306;zeale309;zeale311;zeale312;zeale313;zeale314;zeale315;zeale317;zeale318;zeale319;zeale320;zeale321;zeale322;zeale324;zeale326;zeale327;zeale328;zeale330;zeale332;zeale333;zeale334;zeale337;zeale338;zeale339;zeale341;zeale342;zeale344;zeale345;zeale346;zeale347;zeale348;zeale350;zeale352;zeale353;zeale354;zeale355;zeale356;zeale357;zeale358;zeale359;zeale360;zeale362;zeale363;zeale364;zeale367;zeale368;zeale369;zeale370;zeale371;zeale372;zeale373;zeale374;zeale375;zeale379;zeale381;zeale383;zeale385;zeale387;zeale389;zeale390;zeale392;zeale394;zeale395;zeale397;zeale398;zeale400;zeale401;zeale402;zeale403;zeale404;zeale405;zeale406;zeale407;zeale411;zeale413;zeale414;zeale416;zeale417;zeale419;zeale420;zeale422;zeale423;zeale424;zeale425;zeale427;zeale428;zeale429;zeale430;zeale431;zeale434;zeale435;zeale436;zeale437;zeale438;zeale440;zeale441;zeale443;zeale444;zeale445;zeale446;zeale447;zeale449;zeale453;zeale454;zeale456;zeale457;zeale458;zeale459;zeale461;zeale462;zeale465;zeale467;zeale469;zeale470;zeale471;zeale472;zeale473;zeale476;zeale477;zeale478;zeale479;zeale480;zeale482;zeale484;zeale485;zeale486;zeale487;zeale488;zeale489;zeale490;zeale491;zeale493;zeale495;zeale497;zeale498;zeale500;zeale504;zeale505;zeale506;zeale509;zeale510;zeale511;zeale513;zeale514;zeale515;zeale517;zeale518;zeale519;zeale520;zeale521;zeale522;zeale523;zeale524;zeale526;zeale527
SW46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SW43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SW42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SA53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
